Year Month,Postal Code,Customer Class,Total Gallons
201704,78727,Irrigation - Residential,"11,100"
201610,78703,Irrigation - Residential,"1,410,100"
201402,78732,Residential,"4,800"
201205,78727,Irrigation - Residential,"7,900"
201604,78705,Irrigation - Multi-Family,"616,800"
201310,78741,Irrigation - Multi-Family,"3,640,200"
201302,78753,Irrigation - Residential,"1,800"
201603,78721,Irrigation - Multi-Family,"104,000"
201704,78747,Multi-Family,"7,371,200"
201409,78730,Irrigation - Multi-Family,"1,961,200"
201301,78756,Irrigation - Residential,"40,900"
201407,78752,Multi-Family,"18,688,500"
201304,78729,Residential,"22,874,100"
201408,78732,Residential,"12,700"
201407,78738,Residential,"8,200"
201501,78736,Irrigation - Multi-Family,"104,200"
201201,78741,Multi-Family,"77,097,400"
201702,78745,Multi-Family,"28,884,000"
201206,78652,Irrigation - Residential,"53,100"
201302,78753,Multi-Family,"44,158,300"
201301,78702,Irrigation - Residential,"7,200"
201510,78722,Irrigation - Multi-Family,"366,100"
201401,78701,Residential,"895,300"
201611,78746,Irrigation - Residential,"453,600"
201306,78724,Irrigation - Residential,"45,300"
201804,78702,Residential,"25,198,700"
201612,78730,Multi-Family,"5,805,200"
201503,78736,Multi-Family,"2,671,900"
201609,78729,Irrigation - Multi-Family,"5,562,500"
201605,78721,Multi-Family,"4,296,700"
201703,78753,Multi-Family,"53,336,300"
201310,78758,Irrigation - Residential,"31,000"
201611,78759,Irrigation - Multi-Family,"1,687,800"
201309,78704,Irrigation - Residential,"330,100"
201410,78725,Residential,"2,350,000"
201809,78749,Residential,"83,621,900"
201306,78753,Irrigation - Residential,"8,200"
201611,78730,Irrigation - Residential,"203,000"
201807,78717,Multi-Family,"14,231,800"
201801,78724,Residential,"20,474,000"
201705,78660,Multi-Family,"4,417,000"
201605,78701,Residential,"798,700"
201407,78717,Irrigation - Multi-Family,"5,118,800"
201611,78749,Irrigation - Residential,"28,600"
201211,78729,Irrigation - Multi-Family,"2,528,000"
201410,78730,Irrigation - Residential,"111,100"
201609,78748,Residential,"70,621,900"
201410,78758,Multi-Family,"44,709,500"
201508,78747,Irrigation - Residential,"6,200"
201301,78704,Residential,"47,190,600"
201501,78613,Multi-Family,"1,083,400"
201406,78724,Irrigation - Residential,"27,300"
201609,78759,Irrigation - Residential,"148,900"
201406,78745,Multi-Family,"32,415,800"
201405,78660,Residential,"8,412,600"
201307,78742,Residential,"937,700"
201307,78754,Multi-Family,"18,203,800"
201306,78757,Irrigation - Residential,"48,200"
201410,78754,Irrigation - Multi-Family,"2,010,900"
201203,78745,Irrigation - Multi-Family,"1,842,500"
201805,78728,Multi-Family,"8,225,500"
201412,78748,Residential,"57,395,000"
201502,78725,Residential,"2,341,100"
201806,78728,Residential,"7,797,700"
201506,78735,Irrigation - Multi-Family,"1,036,800"
201302,78745,Residential,"66,870,900"
201405,78746,Irrigation - Multi-Family,"509,400"
201407,78757,Multi-Family,"15,535,000"
201504,78613,Multi-Family,"1,094,800"
201611,78750,Irrigation - Multi-Family,"883,100"
201309,78721,Irrigation - Multi-Family,"277,800"
201501,78725,Residential,"2,580,000"
201703,78754,Irrigation - Residential,"15,200"
201510,78617,Multi-Family,"4,885,700"
201601,78748,Irrigation - Residential,"32,200"
201408,78660,Irrigation - Residential,"10,900"
201402,78726,Irrigation - Residential,"1,700"
201508,78730,Residential,"52,374,400"
201801,78759,Multi-Family,"38,194,500"
201803,78721,Irrigation - Multi-Family,"60,800"
201509,78722,Multi-Family,"3,051,300"
201407,78747,Residential,"29,140,300"
201809,78752,Irrigation - Residential,"1,000"
201408,78721,Multi-Family,"4,843,400"
201509,78728,Irrigation - Residential,"11,500"
201601,78752,Irrigation - Multi-Family,"44,100"
201405,78753,Residential,"43,346,000"
201402,78741,Irrigation - Residential,"4,500"
201212,78702,Irrigation - Residential,"30,300"
201409,78746,Multi-Family,"15,725,100"
201205,78725,Residential,"2,378,900"
201309,78660,Irrigation - Residential,"8,400"
201208,78652,Irrigation - Residential,"59,500"
201702,78653,Irrigation - Residential,"1,600"
201709,78750,Irrigation - Multi-Family,"2,403,800"
201410,78701,Multi-Family,"14,370,900"
201703,78728,Residential,"4,976,100"
201310,78739,Irrigation - Residential,"2,200"
201203,78717,Irrigation - Multi-Family,"1,199,700"
201406,78751,Irrigation - Multi-Family,"993,200"
201601,78748,Irrigation - Multi-Family,"4,431,800"
201508,78746,Irrigation - Multi-Family,"1,300,500"
201306,78725,Multi-Family,"243,600"
201605,78719,Residential,"1,646,600"
201306,78730,Irrigation - Multi-Family,"889,000"
201610,78728,Irrigation - Multi-Family,"2,102,700"
201506,78746,Irrigation - Residential,"194,100"
201410,78736,Residential,"12,171,400"
201201,78727,Irrigation - Residential,"1,000"
201507,78724,Irrigation - Residential,"30,400"
201611,78727,Residential,"37,897,600"
201804,78732,Residential,"5,100"
201402,78702,Multi-Family,"8,917,800"
201801,78725,Irrigation - Residential,0
201808,78744,Irrigation - Multi-Family,"6,061,400"
201202,78703,Irrigation - Residential,"654,000"
201807,78747,Multi-Family,"8,173,100"
201212,78750,Irrigation - Residential,"15,200"
201501,78705,Residential,"8,250,200"
201208,78730,Irrigation - Residential,"350,900"
201509,78701,Multi-Family,"15,223,400"
201703,78749,Irrigation - Residential,"16,300"
201802,78722,Residential,"7,018,400"
201802,78730,Residential,"15,659,200"
201308,78729,Residential,"34,236,900"
201408,78748,Irrigation - Multi-Family,"7,647,500"
201609,78724,Multi-Family,"12,540,400"
201808,78653,Irrigation - Multi-Family,"159,000"
201306,78735,Irrigation - Multi-Family,"2,673,800"
201508,78749,Irrigation - Residential,"35,500"
201208,78732,Residential,"17,900"
201311,78719,Residential,"1,504,800"
201502,78748,Irrigation - Residential,"18,000"
201311,78617,Irrigation - Residential,"3,500"
201212,78704,Irrigation - Multi-Family,"1,471,500"
201310,78721,Irrigation - Multi-Family,"44,000"
201206,78717,Irrigation - Residential,"43,800"
201608,78736,Multi-Family,"2,722,100"
201402,78617,Residential,"18,122,500"
201209,78751,Irrigation - Residential,"171,200"
201805,78724,Multi-Family,"13,359,300"
201809,78738,Residential,"55,300"
201502,78745,Irrigation - Multi-Family,"1,008,600"
201207,78726,Irrigation - Residential,"33,200"
201507,78701,Residential,"1,006,300"
201410,78744,Irrigation - Multi-Family,"1,818,700"
201605,78727,Irrigation - Residential,"6,500"
201806,78731,Multi-Family,"18,275,500"
201302,78747,Residential,"19,766,400"
201802,78752,Residential,"11,223,900"
201204,78703,Irrigation - Multi-Family,"348,300"
201612,78731,Irrigation - Multi-Family,"450,400"
201606,78724,Irrigation - Residential,"19,000"
201410,78722,Irrigation - Multi-Family,"254,100"
201704,78746,Irrigation - Multi-Family,"436,200"
201605,78721,Irrigation - Multi-Family,"82,000"
201408,78747,Irrigation - Residential,300
201307,78729,Irrigation - Multi-Family,"3,536,800"
201509,78747,Irrigation - Multi-Family,"1,858,500"
201606,78723,Irrigation - Multi-Family,"247,900"
201309,78717,Residential,"52,052,500"
201205,78701,Residential,"1,404,000"
201610,78736,Irrigation - Multi-Family,"1,116,600"
201609,78739,Irrigation - Multi-Family,"13,800"
201310,78702,Irrigation - Multi-Family,"753,100"
201403,78738,Residential,"6,600"
201406,78728,Multi-Family,"5,941,000"
201607,78717,Residential,"63,232,600"
201403,78729,Multi-Family,"18,607,500"
201207,78746,Irrigation - Multi-Family,"1,336,200"
201408,78722,Irrigation - Multi-Family,"262,500"
201406,78759,Irrigation - Residential,"117,000"
201203,78705,Irrigation - Residential,"38,900"
201303,78741,Irrigation - Residential,"11,600"
201606,78741,Irrigation - Residential,"10,400"
201307,78736,Multi-Family,"2,253,600"
201309,78726,Multi-Family,"12,205,600"
201705,78753,Irrigation - Multi-Family,"4,235,800"
201511,78702,Multi-Family,"10,608,200"
201305,78729,Irrigation - Residential,"11,600"
201409,78756,Irrigation - Residential,"132,200"
201605,78725,Irrigation - Residential,0
201211,78747,Irrigation - Multi-Family,"758,400"
201310,78725,Residential,"2,107,100"
201407,78746,Irrigation - Multi-Family,"690,800"
201209,78736,Irrigation - Multi-Family,"1,131,200"
201307,78757,Irrigation - Residential,"63,800"
201204,78751,Irrigation - Residential,"57,500"
201303,78736,Multi-Family,"2,005,600"
201604,78728,Irrigation - Residential,"2,300"
201605,78759,Irrigation - Multi-Family,"757,000"
201808,78726,Irrigation - Residential,"68,300"
201201,78756,Irrigation - Residential,"24,500"
201204,78722,Irrigation - Multi-Family,"32,900"
201502,78727,Irrigation - Multi-Family,"864,800"
201608,78704,Irrigation - Residential,"364,800"
201303,78660,Residential,"6,897,800"
201502,78741,Multi-Family,"71,951,200"
201704,78746,Irrigation - Residential,"312,000"
201601,78724,Irrigation - Residential,"21,100"
201603,78725,Multi-Family,"159,800"
201301,78730,Residential,"13,538,000"
201408,78701,Irrigation - Multi-Family,"761,100"
201602,78702,Irrigation - Multi-Family,"244,400"
201310,78702,Residential,"26,504,200"
201511,78752,Irrigation - Multi-Family,"157,800"
201309,78726,Irrigation - Residential,"41,600"
201705,78749,Residential,"62,071,000"
201201,78731,Irrigation - Residential,"209,300"
201511,78757,Irrigation - Residential,"47,900"
201212,78736,Irrigation - Residential,"22,400"
201412,78717,Residential,"23,275,500"
201312,78613,Irrigation - Multi-Family,"268,200"
201709,78753,Multi-Family,"55,561,000"
201403,78721,Multi-Family,"3,496,600"
201211,78751,Residential,"17,811,800"
201409,78736,Multi-Family,"2,554,400"
201711,78705,Residential,"9,678,900"
201704,78754,Irrigation - Multi-Family,"1,078,400"
201508,78724,Irrigation - Multi-Family,"324,900"
201307,78744,Multi-Family,"26,525,800"
201701,78759,Residential,"46,335,500"
201304,78702,Irrigation - Multi-Family,"556,200"
201703,78746,Irrigation - Residential,"254,200"
201606,78652,Multi-Family,"16,300"
201402,78613,Multi-Family,"288,900"
201605,78741,Irrigation - Multi-Family,"2,236,200"
201602,78753,Multi-Family,"51,772,000"
201305,78702,Residential,"27,685,700"
201405,78752,Irrigation - Multi-Family,"113,100"
201501,78756,Irrigation - Residential,"49,100"
201305,78717,Irrigation - Multi-Family,"3,864,100"
201601,78749,Irrigation - Residential,"30,400"
201605,78652,Multi-Family,"25,400"
201203,78746,Irrigation - Residential,"197,700"
201302,78749,Irrigation - Residential,"5,800"
201611,78703,Residential,"53,508,900"
201501,78728,Multi-Family,"7,488,500"
201303,78744,Multi-Family,"24,114,600"
201308,78725,Residential,"2,602,500"
201808,78745,Irrigation - Residential,"124,900"
201701,78725,Multi-Family,"139,300"
201411,78705,Multi-Family,"39,741,800"
201404,78750,Multi-Family,"12,407,500"
201305,78754,Irrigation - Residential,"3,000"
201607,78745,Irrigation - Residential,"102,800"
201203,78724,Multi-Family,"14,170,000"
201403,78751,Irrigation - Residential,"36,400"
201512,78705,Irrigation - Residential,"29,800"
201405,78757,Irrigation - Multi-Family,"290,500"
201608,78754,Irrigation - Residential,"31,800"
201701,78741,Irrigation - Multi-Family,"1,345,600"
201312,78757,Multi-Family,"14,753,200"
201806,78750,Irrigation - Multi-Family,"1,994,400"
201607,78725,Multi-Family,"257,500"
201608,78701,Residential,"1,258,500"
201303,78727,Multi-Family,"20,963,500"
201410,78725,Multi-Family,"149,100"
201204,78617,Residential,"18,448,500"
201501,78758,Irrigation - Residential,"16,200"
201302,78717,Multi-Family,"7,016,200"
201211,78750,Multi-Family,"13,085,900"
201304,78746,Irrigation - Multi-Family,"688,800"
201606,78748,Irrigation - Multi-Family,"4,261,000"
201510,78749,Multi-Family,"17,909,500"
201302,78728,Irrigation - Multi-Family,"562,300"
201304,78738,Residential,"7,700"
201604,78735,Multi-Family,"8,735,300"
201209,78704,Irrigation - Multi-Family,"2,999,700"
201504,78701,Irrigation - Residential,"16,700"
201309,78717,Multi-Family,"8,387,900"
201310,78701,Irrigation - Multi-Family,"539,400"
201411,78660,Irrigation - Multi-Family,"322,100"
201504,78652,Multi-Family,"29,600"
201702,78726,Irrigation - Residential,"6,500"
201704,78617,Residential,"18,291,800"
201612,78741,Irrigation - Multi-Family,"2,216,200"
201208,78725,Residential,"3,490,000"
201504,78741,Multi-Family,"74,932,000"
201709,78702,Multi-Family,"12,202,500"
201301,78653,Multi-Family,"186,700"
201407,78737,Irrigation - Residential,"15,300"
201712,78754,Irrigation - Multi-Family,"1,795,900"
201407,78735,Irrigation - Multi-Family,"2,419,300"
201710,78753,Residential,"36,668,300"
201408,78653,Residential,"1,477,700"
201701,78751,Irrigation - Residential,"52,400"
201307,78757,Irrigation - Multi-Family,"360,700"
201307,78758,Irrigation - Multi-Family,"4,108,000"
201401,78737,Irrigation - Residential,"3,500"
201409,78652,Multi-Family,"36,500"
201510,78751,Irrigation - Residential,"98,900"
201706,78719,Residential,"1,627,400"
201206,78732,Residential,"9,000"
201204,78705,Residential,"9,420,300"
201611,78728,Irrigation - Multi-Family,"2,302,700"
201509,78751,Multi-Family,"14,045,600"
201604,78653,Residential,"1,118,100"
201411,78728,Irrigation - Multi-Family,"1,510,500"
201206,78728,Multi-Family,"7,525,300"
201403,78748,Residential,"55,548,900"
201807,78705,Irrigation - Residential,"127,500"
201401,78617,Irrigation - Residential,"4,200"
201204,78749,Multi-Family,"14,965,500"
201503,78748,Irrigation - Residential,"7,700"
201209,78741,Irrigation - Residential,"68,100"
201504,78757,Irrigation - Residential,"17,000"
201607,78748,Multi-Family,"21,008,000"
201408,78745,Irrigation - Residential,"119,600"
201601,78703,Residential,"37,582,000"
201611,78726,Irrigation - Residential,"53,000"
201309,78746,Irrigation - Residential,"835,500"
201406,78732,Residential,"12,400"
201406,78705,Irrigation - Residential,"68,100"
201210,78737,Irrigation - Residential,"4,000"
201307,78731,Irrigation - Residential,"802,500"
201411,78754,Irrigation - Residential,"24,800"
201406,78702,Irrigation - Multi-Family,"795,300"
201801,78723,Multi-Family,"23,682,900"
201202,78746,Irrigation - Multi-Family,"235,100"
201706,78724,Residential,"21,412,900"
201801,78731,Irrigation - Multi-Family,"461,800"
201707,78753,Residential,"50,559,900"
201611,78747,Irrigation - Multi-Family,"1,085,100"
201401,78660,Residential,"7,877,500"
201308,78726,Irrigation - Residential,"30,300"
201205,78701,Multi-Family,"13,290,500"
201609,78652,Irrigation - Residential,"99,300"
201808,78749,Irrigation - Residential,"45,700"
201410,78745,Irrigation - Residential,"68,500"
201311,78705,Irrigation - Residential,"25,200"
201210,78746,Irrigation - Residential,"523,400"
201211,78726,Irrigation - Residential,"10,600"
201303,78754,Irrigation - Residential,800
201801,78754,Multi-Family,"21,161,900"
201704,78701,Multi-Family,"15,746,600"
201201,78744,Multi-Family,"23,982,200"
201508,78617,Irrigation - Residential,"6,200"
201608,78746,Irrigation - Residential,"861,800"
201208,78759,Irrigation - Multi-Family,"3,462,300"
201504,78725,Multi-Family,"163,900"
201210,78721,Residential,"16,092,400"
201311,78748,Multi-Family,"17,967,300"
201405,78746,Irrigation - Residential,"472,400"
201208,78704,Residential,"71,085,800"
201301,78751,Irrigation - Residential,"68,500"
201406,78735,Multi-Family,"8,887,700"
201610,78729,Residential,"25,405,300"
201203,78744,Multi-Family,"22,950,200"
201306,78746,Irrigation - Residential,"489,600"
201205,78752,Residential,"14,669,300"
201407,78751,Residential,"16,966,600"
201208,78729,Multi-Family,"27,007,800"
201605,78735,Irrigation - Multi-Family,"2,160,600"
201712,78617,Residential,"18,070,000"
201604,78728,Irrigation - Multi-Family,"854,900"
201502,78756,Residential,"7,955,000"
201603,78750,Multi-Family,"12,501,200"
201211,78730,Residential,"16,470,000"
201311,78729,Irrigation - Residential,"15,600"
201507,78751,Residential,"15,603,000"
201310,78751,Irrigation - Multi-Family,"622,000"
201612,78746,Irrigation - Multi-Family,"553,200"
201512,78731,Irrigation - Residential,"195,400"
201503,78731,Multi-Family,"15,551,800"
201212,78726,Irrigation - Residential,"41,300"
201401,78753,Irrigation - Residential,"1,700"
201307,78729,Multi-Family,"24,034,400"
201601,78728,Irrigation - Residential,"2,500"
201503,78739,Residential,"25,447,100"
201501,78617,Multi-Family,"3,945,400"
201404,78722,Irrigation - Multi-Family,"178,400"
201711,78742,Irrigation - Multi-Family,"13,000"
201610,78724,Multi-Family,"11,537,900"
201611,78759,Multi-Family,"38,932,700"
201405,78722,Multi-Family,"2,534,300"
201701,78660,Irrigation - Residential,"33,600"
201408,78735,Irrigation - Multi-Family,"2,386,100"
201304,78728,Multi-Family,"7,129,200"
201406,78749,Irrigation - Residential,"22,700"
201608,78742,Irrigation - Multi-Family,"86,300"
201704,78736,Multi-Family,"2,724,100"
201703,78705,Irrigation - Residential,"33,200"
201612,78750,Irrigation - Residential,"7,300"
201405,78728,Multi-Family,"5,505,100"
201407,78719,Residential,"1,677,600"
201604,78725,Irrigation - Residential,0
201212,78729,Multi-Family,"24,028,900"
201204,78745,Irrigation - Multi-Family,"1,662,200"
201612,78736,Irrigation - Residential,"14,200"
201711,78747,Irrigation - Multi-Family,"814,300"
201307,78759,Residential,"103,996,500"
